resume_id,job_id,score,score_percentual
1,1,3.2649451715599573,6.171858467412583
1,2,3.4029030992546097,6.875811605630383
1,3,3.179419525065963,5.735449714007633
1,4,4.989966555183947,14.974065319799143
1,5,3.8347870702924576,9.079570982409157
2,1,3.326140785284754,6.484119205498495
2,2,3.4707728520988623,7.222128242181528
2,3,3.236477572559367,6.026597836226917
2,4,5.134615384615385,15.712159890508904
2,5,3.9235505387378145,9.532501257713864
3,1,3.7474354439334983,8.6338448648067
3,2,3.9380149078069833,9.60630809265791
3,3,3.629287598944591,8.030975949308809
3,4,6.130434782608695,20.793493033372023
3,5,4.534633145202668,12.65065130330868
4,1,2.6972055182171912,3.274873007135782
4,2,2.7732444095723814,3.66287402375415
4,3,2.650065963060686,3.0343356321466444
4,4,3.6479933110367893,8.126424938358912
4,5,3.0112878399179066,4.877529988975338
5,1,4.165192783869827,10.765520770468322
5,2,4.40133385641428,11.970469640443474
5,3,4.018799472295514,10.018524691164151
5,4,7.117892976588629,25.832161750182564
5,5,5.140584915341201,15.742620408134439
6,1,3.2879377431906613,6.289181866115381
6,2,3.428403295409965,7.005930573120697
6,3,3.200857519788918,5.844840626980196
6,4,5.044314381270903,15.251384089140958
6,5,3.8681375064135453,9.249747097408036
7,1,3.2794481782808633,6.245862457363581
7,2,3.4189878383679875,6.957886646662735
7,3,3.1929419525065965,5.804450136036481
7,4,5.024247491638796,15.14898946661475
7,5,3.8558234992303744,9.186912839562297
8,1,4.129465864874425,10.583218258637817
8,2,4.361710474695959,11.768284783266218
8,3,3.9854881266490767,9.848548041776017
8,4,7.033444816053512,25.40125104705144
8,5,5.088763468445356,15.47819290636695
9,1,3.5383799080297136,7.567104424293561
9,2,3.7061592781482933,8.423226403630586
9,3,3.434366754617414,7.0363601098198085
9,4,5.63628762541806,18.272025453664124
9,5,4.231400718317086,11.103357703857347
10,1,3.4043155288291476,6.883018761088011
10,2,3.5574735190270697,7.664532731648599
10,3,3.309366754617414,6.398526940333632
10,4,5.3193979933110365,16.655043706271073
10,5,4.036942021549512,10.111100048710044
11,1,3.27874071453838,6.242252506634263
11,2,3.4182032169478225,6.95388298612457
11,3,3.1922823218997363,5.801084261791171
11,4,5.0225752508361206,15.140456581404232
11,5,3.85479733196511,9.181676651408484
12,1,4.0208701804032545,10.029090821687678
12,2,4.241271086700667,11.153722890658116
12,3,3.884234828496042,9.331886345120987
12,4,6.776755852842809,24.09145316723701
12,5,4.931246793227296,14.674438024756869
13,1,3.319419879731164,6.449824673569984
13,2,3.463318948607297,7.184093467068974
13,3,3.230211081794195,5.994622030896474
13,4,5.118729096989966,15.631097481008982
13,5,3.913801949717804,9.482757470252652
14,1,3.3296781039971703,6.50216895914508
14,2,3.474695959199686,7.242146544872345
14,3,3.2397757255936677,6.043427207453465
14,4,5.142976588628763,15.754824316561486
14,5,3.9286813750641354,9.55868219848292
15,1,3.4396887159533076,7.063516297553855
15,2,3.596704590035308,7.864715758556774
15,3,3.3423482849604222,6.566820652599114
15,4,5.403010033444816,17.081687966796945
15,5,4.088250384812724,10.372909456400627
16,1,3.421294658648744,6.969657578591615
16,2,3.576304433111024,7.7606205845645215
16,3,3.325197889182058,6.4793079222210626
16,4,5.3595317725752505,16.85983295132349
16,5,4.061570035915854,10.236768564401524
17,1,3.336752741422002,6.5382684664382476
17,2,3.4825421734013338,7.282183150253981
17,3,3.2463720316622693,6.077085949906563
17,4,5.159698996655519,15.840153168666662
17,5,3.9389430477167777,9.611044080021038
18,1,4.127697205518217,10.574193381814526
18,2,4.359748921145547,11.758275631920807
18,3,3.9838390501319263,9.840133356162744
18,4,7.0292642140468224,25.37991883402514
18,5,5.086198050282196,15.465102435982422
19,1,3.2564556066501593,6.128539058660782
19,2,3.3934876422126323,6.827767679172419
19,3,3.1715039577836412,5.695059223063917
19,4,4.969899665551839,14.871670697272933
19,5,3.8224730631092867,9.016736724563419
20,1,3.463035019455253,7.182644671621313
20,2,3.6225970969007455,7.996836556316171
20,3,3.3641160949868074,6.677894502694333
20,4,5.45819397993311,17.36327317874402
20,5,4.1221139045664446,10.545703665476411
21,1,3.1998585072515033,5.839743000315431
21,2,3.3307179285994506,6.507474836119337
21,3,3.1187335092348283,5.425789283439145
21,4,4.8361204013377925,14.189039880431539
21,5,3.7403796818881476,8.59784167225849
22,1,4.067209055535904,10.265542594457933
22,2,4.292663789721459,11.415962655907823
22,3,3.9274406332453826,9.552351108188768
22,4,6.88628762541806,24.6503571485259
22,5,4.998460749102104,15.017408348831529
23,1,4.597099398655819,12.96939569071628
23,2,4.8803452334248725,14.41470439899231
23,3,4.421503957783641,12.07339091792569
23,4,8.138795986622073,31.041488171203447
23,5,5.767060030785018,18.93931327603643
